name,family,fs150_value,sim_iris_value,delta_fs_minus_sim,status,sim_source,px4_group,px4_type,fs_type
RC10_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC10_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC10_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC11_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC11_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC11_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC11_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC11_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC12_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC12_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC12_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC12_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC12_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC13_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC13_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC13_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC13_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC13_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC14_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC14_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC14_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC14_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC14_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC15_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC15_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC15_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC15_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC15_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC16_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC16_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC16_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC16_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC16_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC17_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC17_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC17_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC17_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC17_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC18_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC18_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC18_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC18_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC18_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC1_DZ,RC/operator input,10,10,0,same,metadata default,Radio Calibration,Float,9
RC1_MAX,RC/operator input,1953,2000,-47,different,metadata default,Radio Calibration,Float,9
RC1_MIN,RC/operator input,1115,1000,115,different,metadata default,Radio Calibration,Float,9
RC1_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC1_TRIM,RC/operator input,1533,1500,33,different,metadata default,Radio Calibration,Float,9
RC2_DZ,RC/operator input,10,10,0,same,metadata default,Radio Calibration,Float,9
RC2_MAX,RC/operator input,1933,2000,-67,different,metadata default,Radio Calibration,Float,9
RC2_MIN,RC/operator input,1095,1000,95,different,metadata default,Radio Calibration,Float,9
RC2_REV,RC/operator input,-1,1,-2,different,metadata default,Radio Calibration,Float,9
RC2_TRIM,RC/operator input,1514,1500,14,different,metadata default,Radio Calibration,Float,9
RC3_DZ,RC/operator input,10,10,0,same,metadata default,Radio Calibration,Float,9
RC3_MAX,RC/operator input,1933,2000,-67,different,metadata default,Radio Calibration,Float,9
RC3_MIN,RC/operator input,1095,1000,95,different,metadata default,Radio Calibration,Float,9
RC3_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC3_TRIM,RC/operator input,1095,1500,-405,different,metadata default,Radio Calibration,Float,9
RC4_DZ,RC/operator input,10,10,0,same,metadata default,Radio Calibration,Float,9
RC4_MAX,RC/operator input,1933,2000,-67,different,metadata default,Radio Calibration,Float,9
RC4_MIN,RC/operator input,1095,1000,95,different,metadata default,Radio Calibration,Float,9
RC4_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC4_TRIM,RC/operator input,1514,1500,14,different,metadata default,Radio Calibration,Float,9
RC5_DZ,RC/operator input,10,10,0,same,metadata default,Radio Calibration,Float,9
RC5_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC5_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC5_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC5_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC6_DZ,RC/operator input,10,10,0,same,metadata default,Radio Calibration,Float,9
RC6_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC6_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC6_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC6_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC7_DZ,RC/operator input,10,10,0,same,metadata default,Radio Calibration,Float,9
RC7_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC7_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC7_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC7_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC8_DZ,RC/operator input,10,10,0,same,metadata default,Radio Calibration,Float,9
RC8_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC8_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC8_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC8_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC9_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC9_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
RC9_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Float,9
RC9_REV,RC/operator input,1,1,0,same,metadata default,Radio Calibration,Float,9
RC9_TRIM,RC/operator input,1500,1500,0,same,metadata default,Radio Calibration,Float,9
RC_ACRO_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_ARMSWITCH_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_ASSIST_TH,RC/operator input,0.25,0.25,0,same,metadata default,Radio Switches,Float,9
RC_AUTO_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_CHAN_CNT,RC/operator input,18,0,18,different,metadata default,Radio Calibration,Int32,6
RC_FAILS_THR,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_GEAR_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_KILLSWITCH_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_LOITER_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_MAN_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_MAP_ACRO_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_ARM_SW,RC/operator input,5,0,5,different,metadata default,Radio Switches,Int32,6
RC_MAP_AUX1,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_AUX2,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_AUX3,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_AUX4,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_AUX5,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_AUX6,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_FAILSAFE,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_FLAPS,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_FLTMODE,RC/operator input,7,0,7,different,metadata default,Radio Switches,Int32,6
RC_MAP_GEAR_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_KILL_SW,RC/operator input,6,0,6,different,metadata default,Radio Switches,Int32,6
RC_MAP_LOITER_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_MAN_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_MODE_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_OFFB_SW,RC/operator input,8,0,8,different,metadata default,Radio Switches,Int32,6
RC_MAP_PARAM1,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_PARAM2,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_PARAM3,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_MAP_PITCH,RC/operator input,2,0,2,different,metadata default,Radio Calibration,Int32,6
RC_MAP_POSCTL_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_RATT_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_RETURN_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_ROLL,RC/operator input,1,0,1,different,metadata default,Radio Calibration,Int32,6
RC_MAP_STAB_SW,RC/operator input,0,0,0,same,metadata default,Radio Switches,Int32,6
RC_MAP_THROTTLE,RC/operator input,3,0,3,different,metadata default,Radio Calibration,Int32,6
RC_MAP_TRANS_SW,RC/operator input,7,0,7,different,metadata default,Radio Switches,Int32,6
RC_MAP_YAW,RC/operator input,4,0,4,different,metadata default,Radio Calibration,Int32,6
RC_OFFB_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_POSCTL_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_RETURN_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RC_RSSI_PWM_CHAN,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Int32,6
RC_RSSI_PWM_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Int32,6
RC_RSSI_PWM_MIN,RC/operator input,1000,1000,0,same,metadata default,Radio Calibration,Int32,6
RC_STAB_TH,RC/operator input,0.5,0.5,0,same,metadata default,Radio Switches,Float,9
RC_TRANS_TH,RC/operator input,0.75,0.75,0,same,metadata default,Radio Switches,Float,9
RTL_CONE_ANG,Return/landing,45,45,0,same,metadata default,Return Mode,Int32,6
RTL_DESCEND_ALT,Return/landing,20,10,10,different,rc.mc_defaults:15 set-default,Return Mode,Float,9
RTL_FLT_TIME,Return/landing,15,15,0,same,metadata default,Commander,Float,9
RTL_LAND_DELAY,Return/landing,60,0,60,different,metadata default,Return Mode,Float,9
RTL_LOITER_RAD,Return/landing,50,50,0,same,metadata default,Return Mode,Float,9
RTL_MIN_DIST,Return/landing,10,10,0,same,metadata default,Return Mode,Float,9
RTL_PLD_MD,Return/landing,0,0,0,same,metadata default,Return To Land,Int32,6
RTL_RETURN_ALT,Return/landing,20,30,-10,different,rc.mc_defaults:14 set-default,Return Mode,Float,9
RTL_TYPE,Return/landing,0,0,0,same,metadata default,Return Mode,Int32,6
SDLOG_BOOT_BAT,Logging,0,0,0,same,metadata default,SD Logging,Int32,6
SDLOG_DIRS_MAX,Logging,0,7,-7,different,rcS:155 set-default,SD Logging,Int32,6
SDLOG_MISSION,Logging,0,0,0,same,metadata default,SD Logging,Int32,6
SDLOG_MODE,Logging,0,1,-1,different,rcS:152 set-default,SD Logging,Int32,6
SDLOG_PROFILE,Logging,1023,131,892,different,rcS:154 set-default,SD Logging,Int32,6
SDLOG_UTC_OFFSET,Logging,0,0,0,same,metadata default,SD Logging,Int32,6
SDLOG_UUID,Logging,1,1,0,same,metadata default,SD Logging,Int32,6
SENS_BARO_QNH,Sensor selection/offset,1013.25,1013.25,0,same,metadata default,Sensors,Float,9
SENS_BARO_RATE,Sensor selection/offset,20,20,0,same,metadata default,Sensors,Float,9
SENS_BOARD_ROT,Sensor selection/offset,12,0,12,different,metadata default,Sensors,Int32,6
SENS_BOARD_X_OFF,Sensor selection/offset,1.81090093,1e-06,1.81089993,different,rcS simulated board offset,Sensors,Float,9
SENS_BOARD_Y_OFF,Sensor selection/offset,-0.249950871,0,-0.249950871,different,metadata default,Sensors,Float,9
SENS_BOARD_Z_OFF,Sensor selection/offset,0,0,0,same,metadata default,Sensors,Float,9
SENS_CM8JL65_CFG,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_DPRES_OFF,Sensor selection/offset,0,0.001,-0.001,different,rcS simulated differential pressure offset,Sensor Calibration,Float,9
SENS_EN_LL40LS,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_MB12XX,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_MPDT,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_PAW3902,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_PGA460,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_PMW3901,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_PX4FLOW,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_SF1XX,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_THERMAL,Sensor selection/offset,-1,-1,0,same,metadata default,Sensors,Int32,6
SENS_EN_TRANGER,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EN_VL53L1X,Sensor selection/offset,0,,,missing_in_sim_metadata,,,,6
SENS_EXT_I2C_PRB,Sensor selection/offset,1,1,0,same,metadata default,Sensors,Int32,6
SENS_FLOW_MAXHGT,Sensor selection/offset,3,3,0,same,metadata default,Sensor Calibration,Float,9
SENS_FLOW_MAXR,Sensor selection/offset,2.5,2.5,0,same,metadata default,Sensor Calibration,Float,9
SENS_FLOW_MINHGT,Sensor selection/offset,0.699999988,0.7,-1.19209289e-08,same,metadata default,Sensor Calibration,Float,9
SENS_FLOW_ROT,Sensor selection/offset,0,6,-6,different,metadata default,Sensors,Int32,6
SENS_GPS_MASK,Sensor selection/offset,0,0,0,same,metadata default,Sensors,Int32,6
SENS_GPS_PRIME,Sensor selection/offset,0,0,0,same,metadata default,Sensors,Int32,6
SENS_GPS_TAU,Sensor selection/offset,10,10,0,same,metadata default,Sensors,Float,9
SENS_IMU_MODE,Sensor selection/offset,0,0,0,same,rcS:145 set-default,Sensors,Int32,6
